,word,frequency,per_million,doc_freq,doc_percentage
328,occur,179,62.73486144707947,176.0,2.124064687424572
329,grant,176,61.683439188189865,142.0,1.7137340091720976
331,reject,175,61.33296510189333,146.0,1.7620082066135652
333,escape,174,60.9824910155968,145.0,1.7499396572531982
334,elect,173,60.63201692930026,145.0,1.7499396572531982
336,stress,172,60.28154284300373,157.0,1.8947622495776009
337,delay,171,59.9310687567072,151.0,1.8223509534153997
341,suspect,171,59.9310687567072,146.0,1.7620082066135652
342,design,171,59.9310687567072,150.0,1.8102824040550327
343,invest,170,59.58059467041067,149.0,1.7982138546946655
344,compete,170,59.58059467041067,131.0,1.580979966208062
346,propose,168,58.8796464978176,136.0,1.6413227130098962
348,witness,167,58.52917241152106,151.0,1.8223509534153997
349,condemn,167,58.52917241152106,141.0,1.7016654598117305
350,rely,165,57.828224238928,145.0,1.7499396572531982
351,care,164,57.477750152631465,142.0,1.7137340091720976
353,collapse,163,57.127276066334936,133.0,1.6051170649287956
356,capture,162,56.77680198003839,142.0,1.7137340091720976
357,pose,161,56.42632789374186,148.0,1.7861453053342988
358,review,161,56.42632789374186,150.0,1.8102824040550327
362,damage,160,56.07585380744533,133.0,1.6051170649287956
363,file,159,55.7253797211488,131.0,1.580979966208062
364,age,159,55.7253797211488,137.0,1.6533912623702631
366,surge,157,55.024431548555725,142.0,1.7137340091720976
371,challenge,153,53.6225352033696,138.0,1.6654598117306298
372,distribute,152,53.27206111707306,132.0,1.5930485155684286
373,cite,152,53.27206111707306,141.0,1.7016654598117305
374,search,151,52.92158703077653,135.0,1.6292541636495297
375,slow,151,52.92158703077653,136.0,1.6413227130098962
376,highlight,151,52.92158703077653,136.0,1.6413227130098962
378,enable,150,52.57111294448,144.0,1.7378711078928313
379,result,148,51.870164771886934,138.0,1.6654598117306298
382,seize,146,51.16921659929386,125.0,1.5085686700458605
383,state,146,51.16921659929386,139.0,1.6775283610909968
386,shift,145,50.81874251299733,130.0,1.5689114168476948
390,prompt,143,50.117794340404274,141.0,1.7016654598117305
391,clear,141,49.4168461678112,123.0,1.4844315713251268
392,question,141,49.4168461678112,120.0,1.448225923244026
394,rescue,140,49.06637208151466,101.0,1.2189234853970552
395,touch,140,49.06637208151466,126.0,1.5206372194062274
396,assure,140,49.06637208151466,127.0,1.5327057687665944
399,generate,139,48.71589799521814,117.0,1.4120202751629254
400,quote,139,48.71589799521814,127.0,1.5327057687665944
401,trigger,139,48.71589799521814,132.0,1.5930485155684286
402,violate,139,48.71589799521814,126.0,1.5206372194062274
404,attract,137,48.01494982262506,122.0,1.47236302196476
405,appeal,136,47.664475736328534,119.0,1.4361573738836593
407,unveil,135,47.314001650032,118.0,1.4240888245232923
408,afford,134,46.96352756373547,116.0,1.3999517258025584
409,inoculate,134,46.96352756373547,115.0,1.3878831764421915
410,pledge,131,45.91210530484586,121.0,1.4602944726043932
411,assist,130,45.56163121854933,122.0,1.47236302196476
412,escalate,130,45.56163121854933,114.0,1.3758146270818248
416,trap,127,44.510208959659735,100.0,1.2068549360366885
417,attempt,127,44.510208959659735,118.0,1.4240888245232923
419,respect,126,44.1597348733632,110.0,1.3275404296403572
421,restrict,126,44.1597348733632,114.0,1.3758146270818248
422,feed,125,43.80926078706666,111.0,1.3396089790007242
424,vow,124,43.45878670077013,118.0,1.4240888245232923
425,fuel,124,43.45878670077013,117.0,1.4120202751629254
426,enhance,124,43.45878670077013,114.0,1.3758146270818248
428,rush,122,42.75783852817707,112.0,1.3516775283610911
431,battle,121,42.40736444188053,109.0,1.3154718802799903
435,convict,119,41.70641626928746,104.0,1.255129133478156
442,speed,116,40.65499401039786,108.0,1.3034033309196236
443,obtain,115,40.30451992410133,98.0,1.1827178373159546
447,decline,114,39.9540458378048,101.0,1.2189234853970552
449,inspire,113,39.60357175150828,98.0,1.1827178373159546
451,notice,113,39.60357175150828,107.0,1.2913347815592566
452,fix,113,39.60357175150828,96.0,1.1585807385952207
453,disrupt,113,39.60357175150828,100.0,1.2068549360366885
456,assess,112,39.253097665211726,102.0,1.230992034757422
457,hire,111,38.902623578915204,90.0,1.0861694424330195
459,ignore,111,38.902623578915204,103.0,1.243060584117789
460,react,111,38.902623578915204,102.0,1.230992034757422
462,re,110,38.55214949261865,108.0,1.3034033309196236
465,approach,109,38.20167540632213,105.0,1.2671976828385227
466,import,109,38.20167540632213,92.0,1.1103065411537534
467,honor,108,37.8512013200256,88.0,1.0620323437122858
468,lock,108,37.8512013200256,94.0,1.1344436398744873
469,displace,108,37.8512013200256,87.0,1.0499637943519189
471,emphasize,107,37.50072723372906,103.0,1.243060584117789
472,unfold,106,37.15025314743253,102.0,1.230992034757422
474,supply,106,37.15025314743253,98.0,1.1827178373159546
475,ramp,105,36.799779061136,99.0,1.1947863866763215
477,plead,104,36.44930497483946,84.0,1.0137581462708185
479,wound,103,36.098830888542935,91.0,1.0982379917933864
480,renew,103,36.098830888542935,97.0,1.1706492879555876
481,resign,102,35.7483568022464,73.0,0.8810041033067826
482,access,102,35.7483568022464,92.0,1.1103065411537534
483,accelerate,102,35.7483568022464,99.0,1.1947863866763215
486,conclude,101,35.39788271594987,97.0,1.1706492879555876
488,kidnap,101,35.39788271594987,64.0,0.7723871590634807
489,manufacture,101,35.39788271594987,82.0,0.9896210475500844
491,occupy,100,35.04740862965333,86.0,1.037895244991552
492,transport,100,35.04740862965333,87.0,1.0499637943519189
493,cope,99,34.6969345433568,87.0,1.0499637943519189
494,wake,98,34.34646045706026,90.0,1.0861694424330195
497,mount,98,34.34646045706026,95.0,1.146512189234854
498,tighten,98,34.34646045706026,89.0,1.0741008930726528
500,tie,97,33.99598637076374,90.0,1.0861694424330195
501,expose,97,33.99598637076374,86.0,1.037895244991552
502,worsen,97,33.99598637076374,93.0,1.1223750905141203
504,trace,96,33.6455122844672,75.0,0.9051412020275164
505,enforce,96,33.6455122844672,89.0,1.0741008930726528
507,sweep,95,33.29503819817066,88.0,1.0620323437122858
509,transfer,95,33.29503819817066,81.0,0.9775524981897176
510,store,94,32.94456411187413,74.0,0.8930726526671494
511,sustain,94,32.94456411187413,89.0,1.0741008930726528
513,direct,93,32.594090025577586,84.0,1.0137581462708185
514,view,93,32.594090025577586,87.0,1.0499637943519189
515,employ,93,32.594090025577586,79.0,0.9534153994689838
516,fund,93,32.594090025577586,84.0,1.0137581462708185
517,advance,92,32.24361593928107,87.0,1.0499637943519189
518,request,92,32.24361593928107,85.0,1.025826695631185
519,curb,92,32.24361593928107,88.0,1.0620323437122858
520,flow,92,32.24361593928107,72.0,0.8689355539464156
522,tear,91,31.893141852984535,85.0,1.025826695631185
523,demonstrate,91,31.893141852984535,89.0,1.0741008930726528
524,transmit,90,31.542667766687998,83.0,1.0016895969104511
525,export,90,31.542667766687998,70.0,0.8447984552256819
526,shake,89,31.192193680391465,80.0,0.9654839488293506
528,convince,89,31.192193680391465,81.0,0.9775524981897176
529,isolate,89,31.192193680391465,81.0,0.9775524981897176
530,submit,88,30.841719594094933,84.0,1.0137581462708185
531,designate,88,30.841719594094933,76.0,0.9172097513878832
533,flood,87,30.4912455077984,77.0,0.92927830074825
534,reverse,87,30.4912455077984,74.0,0.8930726526671494
535,facilitate,87,30.4912455077984,82.0,0.9896210475500844
536,combat,86,30.140771421501864,79.0,0.9534153994689838
537,crash,86,30.140771421501864,60.0,0.724112961622013
539,hospitalize,85,29.790297335205327,68.0,0.8206613565049481
541,combine,85,29.790297335205327,81.0,0.9775524981897176
543,hang,85,29.790297335205327,76.0,0.9172097513878832
545,inform,85,29.790297335205327,80.0,0.9654839488293506
546,coordinate,84,29.4398232489088,76.0,0.9172097513878832
547,intensify,84,29.4398232489088,77.0,0.92927830074825
548,assume,83,29.089349162612265,75.0,0.9051412020275164
549,authorize,83,29.089349162612265,73.0,0.8810041033067826
550,sentence,83,29.089349162612265,68.0,0.8206613565049481
553,top,82,28.738875076315733,79.0,0.9534153994689838
555,process,82,28.738875076315733,71.0,0.8568670045860488
557,reiterate,82,28.738875076315733,77.0,0.92927830074825
559,found,81,28.388400990019196,76.0,0.9172097513878832
560,anticipate,81,28.388400990019196,80.0,0.9654839488293506
561,adapt,81,28.388400990019196,74.0,0.8930726526671494
562,press,81,28.388400990019196,78.0,0.9413468501086172
563,bar,80,28.037926903722674,77.0,0.92927830074825
564,cast,80,28.037926903722674,71.0,0.8568670045860488
566,book,79,27.687452817426127,64.0,0.7723871590634807
567,unite,79,27.687452817426127,71.0,0.8568670045860488
568,march,79,27.687452817426127,76.0,0.9172097513878832
569,tweet,79,27.687452817426127,72.0,0.8689355539464156
570,range,79,27.687452817426127,75.0,0.9051412020275164
571,list,79,27.687452817426127,70.0,0.8447984552256819
573,rank,78,27.336978731129605,68.0,0.8206613565049481
574,associate,78,27.336978731129605,71.0,0.8568670045860488
577,power,77,26.986504644833065,61.0,0.7361815109823799
578,transform,77,26.986504644833065,72.0,0.8689355539464156
579,ship,76,26.63603055853653,62.0,0.7482500603427468
580,erupt,76,26.63603055853653,64.0,0.7723871590634807
581,separate,76,26.63603055853653,72.0,0.8689355539464156
584,soar,75,26.28555647224,73.0,0.8810041033067826
585,rage,75,26.28555647224,69.0,0.8327299058653149
586,signal,75,26.28555647224,71.0,0.8568670045860488
587,purchase,75,26.28555647224,67.0,0.8085928071445811
588,comply,75,26.28555647224,69.0,0.8327299058653149
589,comment,75,26.28555647224,71.0,0.8568670045860488
590,murder,74,25.93508238594347,66.0,0.7965242577842143
591,define,74,25.93508238594347,72.0,0.8689355539464156
592,date,74,25.93508238594347,62.0,0.7482500603427468
593,exceed,74,25.93508238594347,72.0,0.8689355539464156
594,mandate,73,25.58460829964693,58.0,0.6999758629012792
595,revive,73,25.58460829964693,67.0,0.8085928071445811
598,strand,72,25.234134213350398,62.0,0.7482500603427468
600,wrap,71,24.88366012705386,66.0,0.7965242577842143
602,line,70,24.53318604075733,68.0,0.8206613565049481
603,film,70,24.53318604075733,63.0,0.7603186097031137
604,confront,70,24.53318604075733,65.0,0.7844557084238474
606,halt,70,24.53318604075733,67.0,0.8085928071445811
607,guarantee,70,24.53318604075733,66.0,0.7965242577842143
608,convert,70,24.53318604075733,53.0,0.6396331160994448
609,equip,70,24.53318604075733,66.0,0.7965242577842143
610,knock,69,24.182711954460803,65.0,0.7844557084238474
611,resist,69,24.182711954460803,67.0,0.8085928071445811
612,scale,69,24.182711954460803,67.0,0.8085928071445811
613,acquire,69,24.182711954460803,62.0,0.7482500603427468
614,testify,68,23.832237868164267,53.0,0.6396331160994448
615,match,68,23.832237868164267,54.0,0.6517016654598118
616,guide,68,23.832237868164267,59.0,0.7120444122616462
618,stabilize,68,23.832237868164267,62.0,0.7482500603427468
619,dig,68,23.832237868164267,61.0,0.7361815109823799
620,commemorate,67,23.481763781867727,56.0,0.6758387641805456
621,bind,67,23.481763781867727,57.0,0.6879073135409124
622,lower,66,23.131289695571198,59.0,0.7120444122616462
623,stretch,66,23.131289695571198,62.0,0.7482500603427468
624,light,66,23.131289695571198,61.0,0.7361815109823799
625,undermine,66,23.131289695571198,62.0,0.7482500603427468
627,upgrade,66,23.131289695571198,62.0,0.7482500603427468
629,attribute,66,23.131289695571198,63.0,0.7603186097031137
630,contract,65,22.780815609274665,63.0,0.7603186097031137
631,trade,65,22.780815609274665,55.0,0.6637702148201786
632,explode,64,22.43034152297813,58.0,0.6999758629012792
633,rollout,64,22.43034152297813,61.0,0.7361815109823799
634,prioritize,64,22.43034152297813,59.0,0.7120444122616462
635,switch,64,22.43034152297813,62.0,0.7482500603427468
636,plant,64,22.43034152297813,42.0,0.5068790731354091
638,free,63,22.0798674366816,56.0,0.6758387641805456
639,examine,63,22.0798674366816,60.0,0.724112961622013
640,decrease,63,22.0798674366816,58.0,0.6999758629012792
641,oust,63,22.0798674366816,51.0,0.6154960173787111
642,embrace,63,22.0798674366816,59.0,0.7120444122616462
643,select,63,22.0798674366816,55.0,0.6637702148201786
644,intervene,63,22.0798674366816,55.0,0.6637702148201786
646,unvaccinate,62,21.729393350385067,55.0,0.6637702148201786
647,shape,62,21.729393350385067,56.0,0.6758387641805456
649,educate,62,21.729393350385067,54.0,0.6517016654598118
650,cool,62,21.729393350385067,45.0,0.5430847212165097
651,intercept,62,21.729393350385067,41.0,0.4948105237750422
653,slam,61,21.37891926408853,60.0,0.724112961622013
654,project,61,21.37891926408853,52.0,0.627564566739078
655,abduct,61,21.37891926408853,37.0,0.4465363263335747
656,risk,60,21.028445177792,58.0,0.6999758629012792
658,float,60,21.028445177792,45.0,0.5430847212165097
660,distance,60,21.028445177792,57.0,0.6879073135409124
661,translate,60,21.028445177792,52.0,0.627564566739078
662,prohibit,60,21.028445177792,51.0,0.6154960173787111
663,stage,60,21.028445177792,54.0,0.6517016654598118
664,expire,59,20.67797109149547,52.0,0.627564566739078
665,lack,59,20.67797109149547,56.0,0.6758387641805456
666,trump,59,20.67797109149547,48.0,0.5792903692976104
667,deepen,59,20.67797109149547,52.0,0.627564566739078
668,sink,59,20.67797109149547,42.0,0.5068790731354091
669,interact,59,20.67797109149547,50.0,0.6034274680183441
670,reassure,58,20.32749700519893,48.0,0.5792903692976104
671,waste,58,20.32749700519893,54.0,0.6517016654598118
672,grab,58,20.32749700519893,50.0,0.6034274680183441
673,brace,58,20.32749700519893,55.0,0.6637702148201786
674,evolve,58,20.32749700519893,56.0,0.6758387641805456
675,voice,58,20.32749700519893,51.0,0.6154960173787111
676,co,58,20.32749700519893,54.0,0.6517016654598118
677,abide,57,19.9770229189024,45.0,0.5430847212165097
678,jail,57,19.9770229189024,51.0,0.6154960173787111
680,proceed,57,19.9770229189024,53.0,0.6396331160994448
681,deem,57,19.9770229189024,55.0,0.6637702148201786
682,board,57,19.9770229189024,54.0,0.6517016654598118
683,grapple,57,19.9770229189024,56.0,0.6758387641805456
684,circulate,57,19.9770229189024,53.0,0.6396331160994448
685,neighbor,57,19.9770229189024,54.0,0.6517016654598118
687,split,56,19.626548832605867,49.0,0.5913589186579773
688,interfere,56,19.626548832605867,49.0,0.5913589186579773
689,rip,56,19.626548832605867,51.0,0.6154960173787111
690,dump,56,19.626548832605867,48.0,0.5792903692976104
691,motivate,56,19.626548832605867,55.0,0.6637702148201786
692,quarantine,56,19.626548832605867,50.0,0.6034274680183441
694,shock,55,19.276074746309327,52.0,0.627564566739078
695,discharge,55,19.276074746309327,44.0,0.5310161718561429
697,reaffirm,55,19.276074746309327,53.0,0.6396331160994448
699,mourn,54,18.9256006600128,48.0,0.5792903692976104
701,race,54,18.9256006600128,49.0,0.5913589186579773
702,scramble,54,18.9256006600128,53.0,0.6396331160994448
704,incite,54,18.9256006600128,45.0,0.5430847212165097
705,reunite,54,18.9256006600128,43.0,0.518947622495776
706,qualify,54,18.9256006600128,41.0,0.4948105237750422
707,spot,54,18.9256006600128,47.0,0.5672218199372436
708,thrive,54,18.9256006600128,49.0,0.5913589186579773
710,rally,53,18.575126573716265,52.0,0.627564566739078
711,consume,53,18.575126573716265,46.0,0.5551532705768767
712,fit,53,18.575126573716265,46.0,0.5551532705768767
713,dedicate,53,18.575126573716265,48.0,0.5792903692976104
714,analyze,53,18.575126573716265,51.0,0.6154960173787111
715,storm,52,18.22465248741973,50.0,0.6034274680183441
716,measure,52,18.22465248741973,49.0,0.5913589186579773
718,stall,52,18.22465248741973,49.0,0.5913589186579773
719,deter,52,18.22465248741973,50.0,0.6034274680183441
722,collaborate,52,18.22465248741973,46.0,0.5551532705768767
723,stab,51,17.8741784011232,32.0,0.3861935795317403
724,award,51,17.8741784011232,42.0,0.5068790731354091
725,clash,51,17.8741784011232,49.0,0.5913589186579773
726,integrate,51,17.8741784011232,47.0,0.5672218199372436
727,devastate,50,17.523704314826666,50.0,0.6034274680183441
728,wildfire,50,17.523704314826666,39.0,0.4706734250543085
729,sue,50,17.523704314826666,41.0,0.4948105237750422
732,load,50,17.523704314826666,38.0,0.4586048756939416
733,arrange,50,17.523704314826666,48.0,0.5792903692976104
735,depart,49,17.17323022853013,46.0,0.5551532705768767
736,loom,49,17.17323022853013,47.0,0.5672218199372436
738,rest,49,17.17323022853013,45.0,0.5430847212165097
739,disperse,49,17.17323022853013,45.0,0.5430847212165097
741,recruit,49,17.17323022853013,43.0,0.518947622495776
742,notify,49,17.17323022853013,45.0,0.5430847212165097
744,verify,49,17.17323022853013,42.0,0.5068790731354091
745,diagnose,48,16.8227561422336,44.0,0.5310161718561429
746,influence,48,16.8227561422336,43.0,0.518947622495776
747,defy,48,16.8227561422336,44.0,0.5310161718561429
748,crack,48,16.8227561422336,44.0,0.5310161718561429
750,inspect,48,16.8227561422336,41.0,0.4948105237750422
751,deteriorate,48,16.8227561422336,43.0,0.518947622495776
752,tap,48,16.8227561422336,45.0,0.5430847212165097
753,fine,48,16.8227561422336,38.0,0.4586048756939416
755,reinforce,48,16.8227561422336,46.0,0.5551532705768767
757,owe,47,16.472282055937065,38.0,0.4586048756939416
758,crush,47,16.472282055937065,41.0,0.4948105237750422
759,overwhelm,47,16.472282055937065,47.0,0.5672218199372436
761,retain,47,16.472282055937065,42.0,0.5068790731354091
762,revise,46,16.121807969640535,40.0,0.4827419744146753
763,punish,46,16.121807969640535,43.0,0.518947622495776
765,progress,46,16.121807969640535,43.0,0.518947622495776
767,seal,46,16.121807969640535,44.0,0.5310161718561429
769,minimize,46,16.121807969640535,46.0,0.5551532705768767
770,boycott,46,16.121807969640535,39.0,0.4706734250543085
771,stem,45,15.771333883343999,45.0,0.5430847212165097
772,scream,45,15.771333883343999,40.0,0.4827419744146753
773,shatter,45,15.771333883343999,41.0,0.4948105237750422
775,outline,45,15.771333883343999,43.0,0.518947622495776
776,permit,45,15.771333883343999,42.0,0.5068790731354091
777,pump,45,15.771333883343999,41.0,0.4948105237750422
778,leak,45,15.771333883343999,35.0,0.4223992276128409
779,navigate,45,15.771333883343999,43.0,0.518947622495776
780,pop,45,15.771333883343999,44.0,0.5310161718561429
781,eliminate,45,15.771333883343999,42.0,0.5068790731354091
782,mobilize,45,15.771333883343999,43.0,0.518947622495776
783,bolster,45,15.771333883343999,41.0,0.4948105237750422
784,harass,44,15.420859797047466,40.0,0.4827419744146753
787,guard,44,15.420859797047466,43.0,0.518947622495776
788,wave,44,15.420859797047466,41.0,0.4948105237750422
790,weaken,44,15.420859797047466,40.0,0.4827419744146753
791,extract,44,15.420859797047466,36.0,0.4344677769732078
792,embark,44,15.420859797047466,44.0,0.5310161718561429
794,partner,44,15.420859797047466,41.0,0.4948105237750422
795,convene,44,15.420859797047466,38.0,0.4586048756939416
796,level,44,15.420859797047466,41.0,0.4948105237750422
797,expel,44,15.420859797047466,36.0,0.4344677769732078
798,instal,44,15.420859797047466,40.0,0.4827419744146753
799,inaugurate,44,15.420859797047466,35.0,0.4223992276128409
800,heal,43,15.070385710750932,41.0,0.4948105237750422
801,assault,43,15.070385710750932,34.0,0.4103306782524741
803,shout,43,15.070385710750932,36.0,0.4344677769732078
806,regain,43,15.070385710750932,42.0,0.5068790731354091
807,balance,43,15.070385710750932,42.0,0.5068790731354091
808,commence,43,15.070385710750932,40.0,0.4827419744146753
809,normalize,43,15.070385710750932,34.0,0.4103306782524741
810,pave,42,14.7199116244544,41.0,0.4948105237750422
812,rock,42,14.7199116244544,39.0,0.4706734250543085
813,vary,42,14.7199116244544,42.0,0.5068790731354091
814,contest,42,14.7199116244544,34.0,0.4103306782524741
815,heighten,42,14.7199116244544,37.0,0.4465363263335747
817,safeguard,42,14.7199116244544,40.0,0.4827419744146753
819,opt,41,14.369437538157866,40.0,0.4827419744146753
821,chant,41,14.369437538157866,40.0,0.4827419744146753
822,procure,41,14.369437538157866,30.0,0.3620564808110065
823,absorb,41,14.369437538157866,32.0,0.3861935795317403
824,enrich,41,14.369437538157866,29.0,0.3499879314506396
825,exclude,41,14.369437538157866,40.0,0.4827419744146753
826,hail,41,14.369437538157866,38.0,0.4586048756939416
827,initiate,40,14.018963451861337,38.0,0.4586048756939416
828,accomplish,40,14.018963451861337,38.0,0.4586048756939416
829,gear,40,14.018963451861337,37.0,0.4465363263335747
830,shop,40,14.018963451861337,34.0,0.4103306782524741
831,impeach,40,14.018963451861337,29.0,0.3499879314506396
832,slip,40,14.018963451861337,39.0,0.4706734250543085
833,compromise,40,14.018963451861337,34.0,0.4103306782524741
834,spare,40,14.018963451861337,39.0,0.4706734250543085
835,chase,40,14.018963451861337,33.0,0.3982621288921072
838,entitle,40,14.018963451861337,31.0,0.3741250301713734
839,arise,40,14.018963451861337,39.0,0.4706734250543085
840,utilize,40,14.018963451861337,38.0,0.4586048756939416
842,skyrocket,39,13.668489365564803,39.0,0.4706734250543085
843,shorten,39,13.668489365564803,36.0,0.4344677769732078
844,accommodate,39,13.668489365564803,38.0,0.4586048756939416
845,mitigate,39,13.668489365564803,38.0,0.4586048756939416
846,spike,39,13.668489365564803,38.0,0.4586048756939416
847,scatter,39,13.668489365564803,37.0,0.4465363263335747
848,amount,39,13.668489365564803,39.0,0.4706734250543085
849,exploit,39,13.668489365564803,35.0,0.4223992276128409
850,denounce,39,13.668489365564803,37.0,0.4465363263335747
851,drag,39,13.668489365564803,38.0,0.4586048756939416
852,empower,39,13.668489365564803,29.0,0.3499879314506396
854,value,39,13.668489365564803,38.0,0.4586048756939416
855,provoke,39,13.668489365564803,36.0,0.4344677769732078
856,regulate,39,13.668489365564803,31.0,0.3741250301713734
