word,frequency,per_million,doc_freq,doc_percentage
vehicle,570,199.77022918902398,341.0,4.115375331885107
age,568,199.06928101643092,440.0,5.310161718561429
technology,565,198.01785875754132,354.0,4.272266473569877
-,560,196.26548832605866,,
mask,557,195.21406606716906,299.0,3.608496258749698
step,556,194.86359198087254,464.0,5.599806903210234
incident,555,194.513117894576,396.0,4.779145546705286
citizen,553,193.81216972198294,421.0,5.080859280714458
friend,550,192.76074746309334,429.0,5.177407675597393
use,550,192.76074746309334,423.0,5.1049963794351925
effect,547,191.70932520420374,456.0,5.503258508327299
island,547,191.70932520420374,284.0,3.4274680183441952
trade,547,191.70932520420374,328.0,3.9584841902003376
safety,544,190.6579029453141,420.0,5.068790731354091
interest,542,189.95695477272105,403.0,4.8636253922278545
example,540,189.256006600128,451.0,5.442915761525464
half,538,188.55505842753493,470.0,5.672218199372436
opportunity,534,187.1531620823488,425.0,5.129133478155926
pressure,530,185.75126573716267,438.0,5.286024619840695
hope,529,185.40079165086613,466.0,5.623944001930968
gas,528,185.05031756456958,271.0,3.2705768766594256
hundred,526,184.34936939197652,471.0,5.684286748732802
yesterday,525,183.99889530567998,393.0,4.7429398986241855
role,523,183.29794713308692,412.0,4.972242336471156
station,519,181.89605078790078,292.0,3.5240164132271303
name,516,180.8446285290112,403.0,4.8636253922278545
impact,515,180.49415444271466,408.0,4.9239681390296886
idea,511,179.09225809752854,418.0,5.0446536326333575
parent,510,178.741784011232,324.0,3.9102099927588703
town,506,177.33988766604585,333.0,4.018826937002172
head,504,176.6389394934528,429.0,5.177407675597393
word,501,175.5875172345632,420.0,5.068790731354091
demand,500,175.23704314826665,364.0,4.392951967173546
victim,497,174.18562088937705,334.0,4.03089548636254
army,496,173.83514680308053,271.0,3.2705768766594256
face,493,172.78372454419093,365.0,4.405020516533913
product,484,169.62945776752213,293.0,3.536084962587497
drug,482,168.92850959492907,232.0,2.799903451605117
land,482,168.92850959492907,317.0,3.8257301472363023
minute,480,168.22756142233598,394.0,4.755008447984553
airport,477,167.17613916344638,276.0,3.33091962346126
sea,477,167.17613916344638,288.0,3.4757422157856626
bill,474,166.1247169045568,220.0,2.6550808592807145
biden,470,164.72282055937066,288.0,3.4757422157856626
kid,469,164.37234647307415,282.0,3.403330919623461
cost,468,164.0218723867776,353.0,4.26019792420951
doctor,468,164.0218723867776,295.0,3.5602220613082305
energy,466,163.32092421418452,263.0,3.1740284817764906
troop,460,161.2180796964053,272.0,3.2826454260197924
oil,455,159.46570926492265,197.0,2.3775042239922763
goal,453,158.7647610923296,357.0,4.308472121650977
period,452,158.41428700603308,371.0,4.477431812696113
scene,452,158.41428700603308,354.0,4.272266473569877
weapon,452,158.41428700603308,276.0,3.33091962346126
opposition,452,158.41428700603308,281.0,3.391262370263094
delta,450,157.71333883344,252.0,3.041274438812455
mission,444,155.6104943156608,264.0,3.1860970311368573
missile,441,154.55907205677119,161.0,1.9430364470190684
help,439,153.85812388417813,364.0,4.392951967173546
study,437,153.15717571158504,282.0,3.403330919623461
mother,436,152.80670162528853,308.0,3.7171132029930005
covid,434,152.10575345269544,339.0,4.091238233164374
protester,434,152.10575345269544,231.0,2.78783490224475
source,431,151.05433119380587,339.0,4.091238233164374
sanction,431,151.05433119380587,212.0,2.5585324643977794
weekend,429,150.3533830212128,336.0,4.055032585083273
couple,424,148.60101258973012,344.0,4.151580979966208
campaign,419,146.84864215824746,316.0,3.813661597875935
board,418,146.49816807195091,288.0,3.4757422157856626
plant,417,146.1476939856544,216.0,2.606806661839247
pfizer,416,145.79721989935786,224.0,2.7033550567221822
committee,414,145.09627172676477,258.0,3.113685734974656
testing,412,144.39532355417174,255.0,3.0774800868935555
relation,412,144.39532355417174,297.0,3.5843591600289644
million,406,142.29247903639254,355.0,4.284335022930244
sign,406,142.29247903639254,354.0,4.272266473569877
position,406,142.29247903639254,346.0,4.175718078686942
visit,404,141.59153086379948,280.0,3.3791938209027275
access,403,141.24105677750293,326.0,3.934347091479604
bank,402,140.8905826912064,215.0,2.59473811247888
capacity,400,140.18963451861333,312.0,3.7653874004344683
movement,400,140.18963451861333,303.0,3.6567704561911656
phone,398,139.48868634602024,315.0,3.8015930485155685
holiday,397,139.13821225972373,256.0,3.0895486362539226
relationship,397,139.13821225972373,278.0,3.3550567221819936
vote,395,138.43726408713064,225.0,2.715423606082549
room,395,138.43726408713064,306.0,3.692976104272266
sense,394,138.08679000083413,337.0,4.067101134443639
department,394,138.08679000083413,295.0,3.5602220613082305
soldier,387,135.6334713967584,233.0,2.811972000965484
outbreak,385,134.93252322416532,248.0,2.993000241370987
matter,385,134.93252322416532,340.0,4.10330678252474
experience,385,134.93252322416532,326.0,3.934347091479604
omicron,383,134.23157505157226,151.0,1.8223509534153994
crime,383,134.23157505157226,261.0,3.1498913830557562
scientist,382,133.88110096527572,250.0,3.017137340091721
cooperation,382,133.88110096527572,272.0,3.2826454260197924
son,380,133.18015279268266,246.0,2.9688631426502536
summit,380,133.18015279268266,211.0,2.546463915037412
conflict,380,133.18015279268266,270.0,3.258508327299059
disease,379,132.82967870638612,267.0,3.222302679217958
dozen,379,132.82967870638612,347.0,4.187786628047309
education,379,132.82967870638612,261.0,3.1498913830557562
storm,376,131.77825644749652,181.0,2.1844074342264057
restaurant,375,131.4277823612,245.0,2.9567945932898865
look,374,131.07730827490346,347.0,4.187786628047309
figure,374,131.07730827490346,315.0,3.8015930485155685
ship,372,130.37636010231037,158.0,1.9068307989379676
public,371,130.02588601601386,314.0,3.7895244991552017
rest,370,129.6754119297173,326.0,3.934347091479604
shortage,369,129.3249378434208,254.0,3.0654115375331887
athlete,368,128.97446375712428,183.0,2.2085445329471396
booster,367,128.62398967082774,158.0,1.9068307989379676
summer,367,128.62398967082774,286.0,3.4516051170649287
investment,366,128.2735155845312,243.0,2.9326574945691526
tension,365,127.92304149823467,285.0,3.439536567704562
village,364,127.57256741193814,215.0,2.59473811247888
sort,363,127.2220933256416,272.0,3.2826454260197924
camp,362,126.87161923934508,191.0,2.3050929278300747
justice,362,126.87161923934508,246.0,2.9688631426502536
girl,361,126.52114515304854,189.0,2.2809558291093412
plane,360,126.17067106675199,213.0,2.570601013758146
growth,360,126.17067106675199,235.0,2.836109099686218
solution,360,126.17067106675199,274.0,3.3067825247405267
stage,358,125.46972289415893,290.0,3.499879314506396
damage,358,125.46972289415893,260.0,3.1378228336953895
conference,358,125.46972289415893,287.0,3.463673666425296
society,358,125.46972289415893,272.0,3.2826454260197924
chance,356,124.76877472156585,316.0,3.813661597875935
heart,353,123.71735246267626,291.0,3.5119478638667636
river,353,123.71735246267626,201.0,2.4257784214337437
production,353,123.71735246267626,214.0,2.5826695631185133
prison,352,123.36687837637974,180.0,2.172338884866039
kilometer,352,123.36687837637974,290.0,3.499879314506396
increase,351,123.0164042900832,291.0,3.5119478638667636
chief,351,123.0164042900832,235.0,2.836109099686218
majority,350,122.66593020378666,296.0,3.5722906106685977
firm,350,122.66593020378666,224.0,2.7033550567221822
infrastructure,348,121.9649820311936,241.0,2.908520395848419
amount,347,121.61450794489706,309.0,3.7291817523533672
evidence,347,121.61450794489706,271.0,3.2705768766594256
democracy,347,121.61450794489706,226.0,2.7274921554429157
spread,346,121.26403385860053,301.0,3.632633357470432
partner,346,121.26403385860053,281.0,3.391262370263094
journalist,346,121.26403385860053,225.0,2.715423606082549
customer,342,119.8621375134144,224.0,2.7033550567221822
door,342,119.8621375134144,274.0,3.3067825247405267
list,342,119.8621375134144,249.0,3.005068790731354
weather,341,119.51166342711787,230.0,2.775766352884383
freedom,341,119.51166342711787,247.0,2.9809316920106204
treatment,339,118.8107152545248,232.0,2.799903451605117
sport,339,118.8107152545248,212.0,2.5585324643977794
rain,338,118.46024116822826,183.0,2.2085445329471396
employee,338,118.46024116822826,228.0,2.7516292541636496
environment,338,118.46024116822826,270.0,3.258508327299059
passenger,337,118.10976708193172,197.0,2.3775042239922763
unit,337,118.10976708193172,225.0,2.715423606082549
suspect,335,117.40881890933866,162.0,1.9551049963794351
parliament,335,117.40881890933866,235.0,2.836109099686218
father,334,117.05834482304212,205.0,2.4740526188752114
front,334,117.05834482304212,293.0,3.536084962587497
act,332,116.35739665044906,262.0,3.161959932416124
training,332,116.35739665044906,235.0,2.836109099686218
meter,332,116.35739665044906,222.0,2.6792179580014484
view,331,116.00692256415253,286.0,3.4516051170649287
research,331,116.00692256415253,252.0,3.041274438812455
leadership,330,115.656448477856,242.0,2.920588945208786
north,328,114.95550030526293,230.0,2.775766352884383
tomorrow,328,114.95550030526293,253.0,3.0533429881728216
driver,328,114.95550030526293,190.0,2.293024378469708
fear,328,114.95550030526293,287.0,3.463673666425296
winter,327,114.6050262189664,231.0,2.78783490224475
platform,326,114.25455213266986,208.0,2.510258266956312
surge,324,113.55360396007679,257.0,3.1016171856142893
eye,324,113.55360396007679,282.0,3.403330919623461
image,323,113.20312987378026,266.0,3.210234129857591
warning,323,113.20312987378026,264.0,3.1860970311368573
gun,323,113.20312987378026,187.0,2.2568187303886074
aid,322,112.85265578748374,232.0,2.799903451605117
picture,322,112.85265578748374,265.0,3.198165580497224
degree,322,112.85265578748374,220.0,2.6550808592807145
wind,321,112.5021817011872,188.0,2.2688872797489745
store,319,111.80123352859414,211.0,2.546463915037412
target,317,111.10028535600107,252.0,3.041274438812455
player,316,110.74981126970452,165.0,1.991310644460536
ministry,316,110.74981126970452,255.0,3.0774800868935555
ally,313,109.69838901081492,234.0,2.8240405503258508
start,312,109.34791492451839,278.0,3.3550567221819936
loss,311,108.99744083822186,243.0,2.9326574945691526
resource,311,108.99744083822186,260.0,3.1378228336953895
rise,311,108.99744083822186,273.0,3.294713975380159
ceremony,311,108.99744083822186,222.0,2.6792179580014484
astrazeneca,310,108.64696675192533,142.0,1.7137340091720976
show,310,108.64696675192533,215.0,2.59473811247888
youth,309,108.2964926656288,152.0,1.8344195027757664
season,307,107.59554449303573,232.0,2.799903451605117
arm,306,107.2450704067392,238.0,2.8723147477673185
protection,306,107.2450704067392,242.0,2.920588945208786
light,306,107.2450704067392,263.0,3.1740284817764906
class,305,106.89459632044266,215.0,2.59473811247888
option,303,106.19364814784959,251.0,3.0292058894520877
temperature,301,105.49269997525653,192.0,2.3171614771904414
teacher,300,105.14222588896,161.0,1.9430364470190684
tree,300,105.14222588896,160.0,1.9309678976587012
rescue,300,105.14222588896,181.0,2.1844074342264057
heat,299,104.79175180266347,140.0,1.6895969104513637
trip,299,104.79175180266347,220.0,2.6550808592807145
territory,298,104.44127771636693,204.0,2.4619840695148443
district,297,104.0908036300704,221.0,2.667149408641081
generation,296,103.74032954377387,237.0,2.8602461984069514
self,296,103.74032954377387,221.0,2.667149408641081
prefecture,295,103.38985545747732,190.0,2.293024378469708
allegation,294,103.0393813711808,176.0,2.1240646874245717
mind,293,102.68890728488427,266.0,3.210234129857591
coast,293,102.68890728488427,195.0,2.3533671252715425
tie,293,102.68890728488427,210.0,2.5343953656770455
carbon,293,102.68890728488427,128.0,1.5447743181269613
search,292,102.33843319858772,187.0,2.2568187303886074
church,292,102.33843319858772,135.0,1.6292541636495295
fuel,290,101.63748502599466,152.0,1.8344195027757664
fight,289,101.28701093969813,250.0,3.017137340091721
hotel,289,101.28701093969813,183.0,2.2085445329471396
individual,289,101.28701093969813,225.0,2.715423606082549
race,285,99.88511459451199,199.0,2.40164132271301
sale,285,99.88511459451199,185.0,2.2326816316678735
field,284,99.53464050821546,241.0,2.908520395848419
top,283,99.18416642191893,261.0,3.1498913830557562
farmer,281,98.48321824932586,118.0,1.4240888245232923
type,280,98.13274416302933,235.0,2.836109099686218
recovery,279,97.7822700767328,212.0,2.5585324643977794
disaster,279,97.7822700767328,208.0,2.510258266956312
rocket,277,97.08132190413973,125.0,1.5085686700458605
tax,277,97.08132190413973,117.0,1.4120202751629254
crew,276,96.7308478178432,181.0,2.1844074342264057
export,276,96.7308478178432,144.0,1.7378711078928313
attention,275,96.38037373154667,255.0,3.0774800868935555
intelligence,275,96.38037373154667,187.0,2.2568187303886074
secretary,274,96.02989964525013,220.0,2.6550808592807145
wife,274,96.02989964525013,208.0,2.510258266956312
past,274,96.02989964525013,249.0,3.005068790731354
fund,274,96.02989964525013,182.0,2.196475983586773
train,270,94.628003300064,147.0,1.7740767559739319
claim,269,94.27752921376747,221.0,2.667149408641081
quarantine,269,94.27752921376747,160.0,1.9309678976587012
press,269,94.27752921376747,214.0,2.5826695631185133
director,269,94.27752921376747,212.0,2.5585324643977794
abuse,269,94.27752921376747,158.0,1.9068307989379676
return,269,94.27752921376747,230.0,2.775766352884383
supporter,268,93.92705512747094,196.0,2.365435674631909
book,268,93.92705512747094,150.0,1.8102824040550327
responsibility,267,93.5765810411744,230.0,2.775766352884383
strategy,265,92.87563286858133,206.0,2.486121168235578
item,265,92.87563286858133,180.0,2.172338884866039
migrant,263,92.17468469598826,83.0,1.0016895969104513
property,263,92.17468469598826,183.0,2.2085445329471396
material,263,92.17468469598826,190.0,2.293024378469708
tech,262,91.82421060969173,161.0,1.9430364470190684
park,261,91.47373652339519,160.0,1.9309678976587012
difference,261,91.47373652339519,223.0,2.691286507361815
olympic,261,91.47373652339519,161.0,1.9430364470190684
lawyer,261,91.47373652339519,181.0,2.1844074342264057
value,260,91.12326243709866,208.0,2.510258266956312
location,259,90.77278835080213,222.0,2.6792179580014484
battle,259,90.77278835080213,206.0,2.486121168235578
reaction,259,90.77278835080213,215.0,2.59473811247888
date,258,90.4223142645056,209.0,2.5223268163166788
earth,258,90.4223142645056,176.0,2.1240646874245717
comment,257,90.07184017820907,200.0,2.4137098720733765
beginning,257,90.07184017820907,240.0,2.896451846488052
contact,257,90.07184017820907,206.0,2.486121168235578
ambassador,257,90.07184017820907,152.0,1.8344195027757664
guy,256,89.72136609191253,198.0,2.389572773352643
oxygen,256,89.72136609191253,104.0,1.255129133478156
regime,255,89.370892005616,171.0,2.063721940622737
judge,252,88.3194697467264,145.0,1.749939657253198
chain,252,88.3194697467264,187.0,2.2568187303886074
equipment,252,88.3194697467264,191.0,2.3050929278300747
construction,250,87.61852157413333,185.0,2.2326816316678735
release,248,86.91757340154027,187.0,2.2568187303886074
politic,248,86.91757340154027,199.0,2.40164132271301
vice,247,86.56709931524374,173.0,2.087859039343471
exercise,247,86.56709931524374,136.0,1.6413227130098962
crowd,246,86.2166252289472,197.0,2.3775042239922763
representative,246,86.2166252289472,203.0,2.4499155201544776
fan,246,86.2166252289472,163.0,1.967173545739802
quarter,246,86.2166252289472,194.0,2.3412985759111753
form,245,85.86615114265066,225.0,2.715423606082549
commitment,245,85.86615114265066,200.0,2.4137098720733765
university,244,85.51567705635414,150.0,1.8102824040550327
film,244,85.51567705635414,92.0,1.1103065411537534
mile,244,85.51567705635414,188.0,2.2688872797489745
reality,244,85.51567705635414,212.0,2.5585324643977794
speech,244,85.51567705635414,177.0,2.1361332367849384
port,243,85.16520297005759,160.0,1.9309678976587012
affair,242,84.81472888376106,208.0,2.510258266956312
adult,242,84.81472888376106,176.0,2.1240646874245717
guard,242,84.81472888376106,178.0,2.1482017861453055
culture,242,84.81472888376106,177.0,2.1361332367849384
council,242,84.81472888376106,163.0,1.967173545739802
evening,241,84.46425479746453,213.0,2.570601013758146
base,241,84.46425479746453,184.0,2.2206130823075068
communication,241,84.46425479746453,202.0,2.4378469707941104
income,240,84.11378071116799,169.0,2.0395848419020037
politician,240,84.11378071116799,194.0,2.3412985759111753
priority,239,83.76330662487146,206.0,2.486121168235578
delivery,239,83.76330662487146,168.0,2.0275162925416366
emission,239,83.76330662487146,119.0,1.4361573738836593
management,238,83.41283253857492,187.0,2.2568187303886074
activist,237,83.0623584522784,160.0,1.9309678976587012
daughter,237,83.0623584522784,177.0,2.1361332367849384
approval,237,83.0623584522784,170.0,2.05165339126237
piece,237,83.0623584522784,195.0,2.3533671252715425
network,237,83.0623584522784,175.0,2.1119961380642045
refugee,236,82.71188436598187,116.0,1.3999517258025584
truck,235,82.36141027968533,143.0,1.7258025585324643
document,235,82.36141027968533,161.0,1.9430364470190684
attempt,235,82.36141027968533,207.0,2.4981897175959453
candidate,234,82.0109361933888,142.0,1.7137340091720976
foot,234,82.0109361933888,187.0,2.2568187303886074
negotiation,234,82.0109361933888,164.0,1.9792420951001688
relief,233,81.66046210709226,179.0,2.1602703355056723
union,233,81.66046210709226,147.0,1.7740767559739319
post,233,81.66046210709226,171.0,2.063721940622737
fighter,232,81.30998802079573,158.0,1.9068307989379676
bed,232,81.30998802079573,167.0,2.01544774318127
competition,232,81.30998802079573,165.0,1.991310644460536
chairman,232,81.30998802079573,162.0,1.9551049963794351
brother,231,80.9595139344992,163.0,1.967173545739802
cause,231,80.9595139344992,204.0,2.4619840695148443
flood,231,80.9595139344992,118.0,1.4240888245232923
good,230,80.60903984820266,183.0,2.2085445329471396
arrest,230,80.60903984820266,179.0,2.1602703355056723
personnel,230,80.60903984820266,175.0,2.1119961380642045
ban,229,80.25856576190613,160.0,1.9309678976587012
lawmaker,229,80.25856576190613,167.0,2.01544774318127
lack,229,80.25856576190613,193.0,2.3292300265508086
choice,228,79.9080916756096,200.0,2.4137098720733765
benefit,228,79.9080916756096,172.0,2.075790489983104
blood,228,79.9080916756096,146.0,1.7620082066135652
launch,228,79.9080916756096,130.0,1.5689114168476948
focus,227,79.55761758931307,204.0,2.4619840695148443
tourist,226,79.20714350301654,149.0,1.7982138546946655
