word,frequency,per_million,doc_freq,doc_percentage
draw,213,74.6509803811616,200.0,2.4137098720733765
concern,213,74.6509803811616,199.0,2.40164132271301
detect,213,74.6509803811616,160.0,1.9309678976587012
implement,213,74.6509803811616,185.0,2.2326816316678735
protest,212,74.30050629486506,178.0,2.1482017861453055
surround,210,73.599558122272,198.0,2.389572773352643
place,209,73.24908403597546,193.0,2.3292300265508086
land,208,72.89860994967893,163.0,1.967173545739802
regard,205,71.84718769078934,186.0,2.2447501810282406
study,204,71.4967136044928,170.0,2.05165339126237
infect,204,71.4967136044928,165.0,1.991310644460536
roll,203,71.14623951819627,191.0,2.3050929278300747
own,203,71.14623951819627,179.0,2.1602703355056723
detain,202,70.79576543189974,151.0,1.8223509534153994
throw,201,70.4452913456032,178.0,2.1482017861453055
strike,200,70.09481725930667,177.0,2.1361332367849384
register,199,69.74434317301012,149.0,1.7982138546946655
eat,198,69.3938690867136,160.0,1.9309678976587012
insist,196,68.69292091412052,186.0,2.2447501810282406
participate,196,68.69292091412052,166.0,2.0033791938209027
lie,196,68.69292091412052,170.0,2.05165339126237
administer,196,68.69292091412052,161.0,1.9430364470190684
worry,195,68.342446827824,185.0,2.2326816316678735
impact,195,68.342446827824,171.0,2.063721940622737
lay,194,67.99197274152748,180.0,2.172338884866039
collect,192,67.2910245689344,158.0,1.9068307989379676
update,192,67.2910245689344,183.0,2.2085445329471396
name,191,66.94055048263786,165.0,1.991310644460536
admit,191,66.94055048263786,170.0,2.05165339126237
monitor,191,66.94055048263786,176.0,2.1240646874245717
cost,190,66.59007639634133,155.0,1.870625150856867
contribute,190,66.59007639634133,168.0,2.0275162925416366
gain,185,64.83770596485866,173.0,2.087859039343471
argue,182,63.78628370596907,156.0,1.8826937002172341
determine,181,63.43580961967254,166.0,2.0033791938209027
imagine,181,63.43580961967254,169.0,2.0395848419020037
locate,181,63.43580961967254,167.0,2.01544774318127
occur,179,62.73486144707947,176.0,2.1240646874245717
grant,176,61.68343918818987,142.0,1.7137340091720976
hand,176,61.68343918818987,150.0,1.8102824040550327
reject,175,61.33296510189333,146.0,1.7620082066135652
jump,175,61.33296510189333,153.0,1.846488052136133
escape,174,60.9824910155968,145.0,1.749939657253198
elect,173,60.63201692930026,145.0,1.749939657253198
discover,172,60.28154284300373,141.0,1.7016654598117305
stress,172,60.28154284300373,157.0,1.8947622495776009
delay,171,59.9310687567072,151.0,1.8223509534153994
post,171,59.9310687567072,153.0,1.846488052136133
appreciate,171,59.9310687567072,160.0,1.9309678976587012
replace,171,59.9310687567072,150.0,1.8102824040550327
suspect,171,59.9310687567072,146.0,1.7620082066135652
design,171,59.9310687567072,150.0,1.8102824040550327
invest,170,59.58059467041067,149.0,1.7982138546946655
compete,170,59.58059467041067,131.0,1.580979966208062
account,169,59.23012058411413,154.0,1.8585566014965003
propose,168,58.879646497817596,136.0,1.6413227130098962
handle,168,58.879646497817596,155.0,1.870625150856867
witness,167,58.52917241152106,151.0,1.8223509534153994
condemn,167,58.52917241152106,141.0,1.7016654598117305
rely,165,57.828224238928,145.0,1.749939657253198
care,164,57.477750152631465,142.0,1.7137340091720976
recommend,163,57.12727606633493,137.0,1.6533912623702633
collapse,163,57.12727606633493,133.0,1.6051170649287956
criticize,163,57.12727606633493,146.0,1.7620082066135652
wish,162,56.77680198003839,151.0,1.8223509534153994
capture,162,56.77680198003839,142.0,1.7137340091720976
pose,161,56.42632789374187,148.0,1.7861453053342988
review,161,56.42632789374187,150.0,1.8102824040550327
finish,161,56.42632789374187,146.0,1.7620082066135652
hurt,161,56.42632789374187,143.0,1.7258025585324643
benefit,161,56.42632789374187,143.0,1.7258025585324643
damage,160,56.075853807445334,133.0,1.6051170649287956
file,159,55.7253797211488,131.0,1.580979966208062
age,159,55.7253797211488,137.0,1.6533912623702633
indicate,158,55.37490563485226,143.0,1.7258025585324643
surge,157,55.02443154855573,142.0,1.7137340091720976
intend,157,55.02443154855573,147.0,1.7740767559739319
oppose,156,54.673957462259196,141.0,1.7016654598117305
resolve,155,54.32348337596267,134.0,1.6171856142891623
count,154,53.97300928966613,130.0,1.5689114168476948
challenge,153,53.6225352033696,138.0,1.66545981173063
distribute,152,53.272061117073065,132.0,1.5930485155684286
cite,152,53.272061117073065,141.0,1.7016654598117305
search,151,52.92158703077653,135.0,1.6292541636495295
slow,151,52.92158703077653,136.0,1.6413227130098962
highlight,151,52.92158703077653,136.0,1.6413227130098962
beat,150,52.57111294448,133.0,1.6051170649287956
enable,150,52.57111294448,144.0,1.7378711078928313
result,148,51.870164771886934,138.0,1.66545981173063
guess,147,51.5196906855904,128.0,1.5447743181269613
matter,147,51.5196906855904,124.0,1.4965001206854935
seize,146,51.16921659929386,125.0,1.5085686700458605
state,146,51.16921659929386,139.0,1.6775283610909968
perform,146,51.16921659929386,117.0,1.4120202751629254
reflect,145,50.81874251299733,130.0,1.5689114168476948
shift,145,50.81874251299733,130.0,1.5689114168476948
advise,144,50.4682684267008,131.0,1.580979966208062
sound,144,50.4682684267008,137.0,1.6533912623702633
kick,143,50.11779434040427,133.0,1.6051170649287956
prompt,143,50.11779434040427,141.0,1.7016654598117305
clear,141,49.416846167811194,123.0,1.4844315713251268
question,141,49.416846167811194,120.0,1.448225923244026
answer,141,49.416846167811194,125.0,1.5085686700458605
rescue,140,49.066372081514665,101.0,1.2189234853970552
touch,140,49.066372081514665,126.0,1.5206372194062274
assure,140,49.066372081514665,127.0,1.5327057687665944
invite,139,48.715897995218135,121.0,1.460294472604393
sleep,139,48.715897995218135,104.0,1.255129133478156
generate,139,48.715897995218135,117.0,1.4120202751629254
quote,139,48.715897995218135,127.0,1.5327057687665944
trigger,139,48.715897995218135,132.0,1.5930485155684286
violate,139,48.715897995218135,126.0,1.5206372194062274
withdraw,137,48.01494982262506,125.0,1.5085686700458605
attract,137,48.01494982262506,122.0,1.4723630219647599
appeal,136,47.66447573632853,119.0,1.4361573738836593
negotiate,136,47.66447573632853,107.0,1.2913347815592566
unveil,135,47.314001650032,118.0,1.4240888245232923
afford,134,46.96352756373547,116.0,1.3999517258025584
inoculate,134,46.96352756373547,115.0,1.3878831764421915
pledge,131,45.912105304845866,121.0,1.460294472604393
assist,130,45.56163121854933,122.0,1.4723630219647599
escalate,130,45.56163121854933,114.0,1.3758146270818248
teach,128,44.860683045956264,100.0,1.2068549360366883
hide,127,44.510208959659735,114.0,1.3758146270818248
cooperate,127,44.510208959659735,118.0,1.4240888245232923
trap,127,44.510208959659735,100.0,1.2068549360366883
attempt,127,44.510208959659735,118.0,1.4240888245232923
publish,127,44.510208959659735,112.0,1.3516775283610911
respect,126,44.1597348733632,110.0,1.3275404296403572
trust,126,44.1597348733632,98.0,1.1827178373159546
restrict,126,44.1597348733632,114.0,1.3758146270818248
feed,125,43.80926078706666,111.0,1.3396089790007242
marry,125,43.80926078706666,78.0,0.9413468501086171
vow,124,43.45878670077013,118.0,1.4240888245232923
fuel,124,43.45878670077013,117.0,1.4120202751629254
enhance,124,43.45878670077013,114.0,1.3758146270818248
adopt,123,43.1083126144736,106.0,1.2792662321988897
rush,122,42.75783852817707,112.0,1.3516775283610911
acknowledge,122,42.75783852817707,117.0,1.4120202751629254
double,121,42.40736444188053,114.0,1.3758146270818248
battle,121,42.40736444188053,109.0,1.3154718802799903
solve,121,42.40736444188053,107.0,1.2913347815592566
steal,121,42.40736444188053,91.0,1.0982379917933864
abandon,120,42.056890355583995,104.0,1.255129133478156
convict,119,41.70641626928746,104.0,1.255129133478156
spark,118,41.35594218299094,112.0,1.3516775283610911
belong,118,41.35594218299094,109.0,1.3154718802799903
pack,117,41.0054680966944,111.0,1.3396089790007242
blow,117,41.0054680966944,90.0,1.0861694424330195
climb,116,40.654994010397864,93.0,1.1223750905141203
repeat,116,40.654994010397864,107.0,1.2913347815592566
speed,116,40.654994010397864,108.0,1.3034033309196236
obtain,115,40.30451992410133,98.0,1.1827178373159546
predict,115,40.30451992410133,101.0,1.2189234853970552
pray,115,40.30451992410133,92.0,1.1103065411537534
wonder,114,39.9540458378048,109.0,1.3154718802799903
decline,114,39.9540458378048,101.0,1.2189234853970552
appoint,114,39.9540458378048,85.0,1.025826695631185
inspire,113,39.60357175150827,98.0,1.1827178373159546
earn,113,39.60357175150827,95.0,1.146512189234854
notice,113,39.60357175150827,107.0,1.2913347815592566
fix,113,39.60357175150827,96.0,1.1585807385952207
disrupt,113,39.60357175150827,100.0,1.2068549360366883
observe,113,39.60357175150827,100.0,1.2068549360366883
govern,113,39.60357175150827,94.0,1.1344436398744873
assess,112,39.25309766521173,102.0,1.2309920347574221
hire,111,38.9026235789152,90.0,1.0861694424330195
overcome,111,38.9026235789152,103.0,1.243060584117789
ignore,111,38.9026235789152,103.0,1.243060584117789
react,111,38.9026235789152,102.0,1.2309920347574221
refer,111,38.9026235789152,104.0,1.255129133478156
re,110,38.55214949261866,108.0,1.3034033309196236
explore,110,38.55214949261866,99.0,1.1947863866763215
remind,109,38.20167540632213,106.0,1.2792662321988897
approach,109,38.20167540632213,105.0,1.2671976828385227
import,109,38.20167540632213,92.0,1.1103065411537534
honor,108,37.8512013200256,88.0,1.0620323437122858
lock,108,37.8512013200256,94.0,1.1344436398744873
displace,108,37.8512013200256,87.0,1.0499637943519189
apologize,107,37.500727233729066,81.0,0.9775524981897176
emphasize,107,37.500727233729066,103.0,1.243060584117789
unfold,106,37.15025314743253,102.0,1.2309920347574221
postpone,106,37.15025314743253,94.0,1.1344436398744873
supply,106,37.15025314743253,98.0,1.1827178373159546
ramp,105,36.799779061136,99.0,1.1947863866763215
divide,105,36.799779061136,99.0,1.1947863866763215
plead,104,36.449304974839464,84.0,1.0137581462708183
pursue,104,36.449304974839464,92.0,1.1103065411537534
wound,103,36.098830888542935,91.0,1.0982379917933864
renew,103,36.098830888542935,97.0,1.1706492879555876
resign,102,35.7483568022464,73.0,0.8810041033067826
access,102,35.7483568022464,92.0,1.1103065411537534
accelerate,102,35.7483568022464,99.0,1.1947863866763215
figure,102,35.7483568022464,88.0,1.0620323437122858
undergo,101,35.39788271594987,94.0,1.1344436398744873
conclude,101,35.39788271594987,97.0,1.1706492879555876
wash,101,35.39788271594987,85.0,1.025826695631185
kidnap,101,35.39788271594987,64.0,0.7723871590634807
manufacture,101,35.39788271594987,82.0,0.9896210475500844
cry,100,35.04740862965333,81.0,0.9775524981897176
occupy,100,35.04740862965333,86.0,1.037895244991552
transport,100,35.04740862965333,87.0,1.0499637943519189
cope,99,34.6969345433568,87.0,1.0499637943519189
wake,98,34.34646045706026,90.0,1.0861694424330195
rebuild,98,34.34646045706026,84.0,1.0137581462708183
freeze,98,34.34646045706026,79.0,0.9534153994689838
mount,98,34.34646045706026,95.0,1.146512189234854
tighten,98,34.34646045706026,89.0,1.0741008930726528
succeed,98,34.34646045706026,87.0,1.0499637943519189
tie,97,33.99598637076374,90.0,1.0861694424330195
expose,97,33.99598637076374,86.0,1.037895244991552
worsen,97,33.99598637076374,93.0,1.1223750905141203
bury,96,33.6455122844672,78.0,0.9413468501086171
trace,96,33.6455122844672,75.0,0.9051412020275164
enforce,96,33.6455122844672,89.0,1.0741008930726528
disappear,96,33.6455122844672,82.0,0.9896210475500844
sweep,95,33.295038198170666,88.0,1.0620323437122858
dismiss,95,33.295038198170666,87.0,1.0499637943519189
transfer,95,33.295038198170666,81.0,0.9775524981897176
store,94,32.94456411187413,74.0,0.8930726526671494
sustain,94,32.94456411187413,89.0,1.0741008930726528
donate,94,32.94456411187413,76.0,0.9172097513878832
direct,93,32.59409002557759,84.0,1.0137581462708183
view,93,32.59409002557759,87.0,1.0499637943519189
employ,93,32.59409002557759,79.0,0.9534153994689838
fund,93,32.59409002557759,84.0,1.0137581462708183
advance,92,32.24361593928107,87.0,1.0499637943519189
request,92,32.24361593928107,85.0,1.025826695631185
curb,92,32.24361593928107,88.0,1.0620323437122858
flow,92,32.24361593928107,72.0,0.8689355539464156
await,91,31.893141852984535,88.0,1.0620323437122858
tear,91,31.893141852984535,85.0,1.025826695631185
demonstrate,91,31.893141852984535,89.0,1.0741008930726528
transmit,90,31.542667766687998,83.0,1.0016895969104513
export,90,31.542667766687998,70.0,0.8447984552256819
shake,89,31.192193680391462,80.0,0.9654839488293506
complain,89,31.192193680391462,81.0,0.9775524981897176
convince,89,31.192193680391462,81.0,0.9775524981897176
isolate,89,31.192193680391462,81.0,0.9775524981897176
submit,88,30.841719594094936,84.0,1.0137581462708183
designate,88,30.841719594094936,76.0,0.9172097513878832
contact,87,30.4912455077984,80.0,0.9654839488293506
flood,87,30.4912455077984,77.0,0.9292783007482501
reverse,87,30.4912455077984,74.0,0.8930726526671494
facilitate,87,30.4912455077984,82.0,0.9896210475500844
combat,86,30.140771421501864,79.0,0.9534153994689838
crash,86,30.140771421501864,60.0,0.724112961622013
feature,86,30.140771421501864,76.0,0.9172097513878832
hospitalize,85,29.790297335205334,68.0,0.8206613565049481
